date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:11:47	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:22%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=N;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/indexb70a.html	(from http://cse.csusb.edu/kay/cs460/finalReview/?C=N;O=D)
16:11:48	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:23%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=M;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/index72c9.html	(from http://cse.csusb.edu/kay/cs460/finalReview/?C=M;O=A)
16:11:48	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:23%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=S;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/index5851.html	(from http://cse.csusb.edu/kay/cs460/finalReview/?C=S;O=A)
16:11:50	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:25%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=D;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/indexad3f.html	(from http://cse.csusb.edu/kay/cs460/finalReview/?C=D;O=A)
16:11:51	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:26%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=N;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/indexb70a.html	(from http://cse.csusb.edu/kay/cs460/hw3/?C=N;O=D)
16:11:51	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:26%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=M;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/index72c9.html	(from http://cse.csusb.edu/kay/cs460/hw3/?C=M;O=A)
16:11:51	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:26%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=S;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/index5851.html	(from http://cse.csusb.edu/kay/cs460/hw3/?C=S;O=A)
16:11:52	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:27%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=D;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/indexad3f.html	(from http://cse.csusb.edu/kay/cs460/hw3/?C=D;O=A)
16:11:52	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:27%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=N;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/indexb70a.html	(from http://cse.csusb.edu/kay/cs460/review/?C=N;O=D)
16:11:52	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:27%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=M;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/index72c9.html	(from http://cse.csusb.edu/kay/cs460/review/?C=M;O=A)
16:11:53	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:28%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=S;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/index5851.html	(from http://cse.csusb.edu/kay/cs460/review/?C=S;O=A)
16:11:53	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:05:28%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=D;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/indexad3f.html	(from http://cse.csusb.edu/kay/cs460/review/?C=D;O=A)
